lat_grid,lon_grid,day,month,year,decade,season_enc,coordinateUncertaintyInMeters,species_richness,order_enc,family_enc,class_enc,taxonRank_enc,basisOfRecord_enc,decimalLatitude,decimalLongitude,plant_sighting_density
17.7,73.8,30,9,2021,2020,3,227.0,232,3,11,1,2,0,17.724666,73.817626,6544
17.7,73.8,22,9,2021,2020,3,227.0,232,12,6,1,2,0,17.724666,73.817626,6544
17.7,73.8,22,9,2021,2020,3,227.0,232,12,6,1,2,0,17.724666,73.817626,6544
17.7,73.8,30,9,2021,2020,3,227.0,232,8,25,0,2,0,17.724666,73.817626,6544
17.7,73.8,6,10,2024,2020,3,205.0,232,9,13,1,2,0,17.725689,73.818914,6544
17.7,73.8,22,9,2021,2020,3,227.0,232,10,12,1,2,0,17.724666,73.817626,6544
17.7,73.8,30,9,2015,2010,3,549.0,232,14,0,1,0,0,17.720566,73.825045,6544
17.7,73.8,6,10,2024,2020,3,205.0,232,8,25,0,2,0,17.725689,73.818914,6544
17.6,73.8,29,9,2024,2020,3,549.0,81,14,0,1,2,0,17.590136,73.83835,884
17.6,73.8,29,9,2024,2020,3,549.0,81,17,65,1,2,0,17.596686,73.848531,884
17.7,73.8,22,9,2021,2020,3,227.0,232,8,25,0,2,0,17.724666,73.817626,6544
17.6,73.8,29,9,2024,2020,3,549.0,81,2,59,0,2,0,17.590042,73.838544,884
17.7,73.8,22,9,2021,2020,3,227.0,232,6,31,1,2,0,17.724666,73.817626,6544
17.7,73.8,6,10,2024,2020,3,549.0,232,12,6,1,2,0,17.725237,73.817081,6544
17.6,73.8,29,9,2024,2020,3,549.0,81,14,0,1,2,0,17.596686,73.848528,884
17.7,73.8,6,10,2024,2020,3,549.0,232,14,0,1,2,0,17.726593,73.814339,6544
17.7,73.8,15,9,2013,2010,3,205.0,232,14,0,1,2,0,17.725689,73.818914,6544
17.6,73.8,29,9,2024,2020,3,549.0,81,6,31,1,2,0,17.590019,73.838567,884
17.7,73.8,30,9,2021,2020,3,227.0,232,12,6,1,2,0,17.724666,73.817626,6544
17.7,73.8,27,9,2024,2020,3,549.0,232,14,0,1,2,0,17.72109,73.824685,6544
17.7,73.8,6,10,2024,2020,3,205.0,232,10,12,1,2,0,17.725689,73.818914,6544
17.7,73.8,27,9,2024,2020,3,473.0,232,12,6,1,2,0,17.724666,73.817626,6544
17.7,73.8,28,9,2024,2020,3,549.0,232,2,59,0,2,0,17.723608,73.826583,6544
17.7,73.7,6,10,2024,2020,3,549.0,12,15,23,0,2,0,17.725928,73.69468,53
17.7,73.8,15,9,2013,2010,3,205.0,232,10,12,1,2,0,17.725689,73.818914,6544
17.7,73.8,22,9,2021,2020,3,227.0,232,30,26,1,2,0,17.724666,73.817626,6544
17.7,73.8,6,10,2024,2020,3,205.0,232,11,35,1,2,0,17.725689,73.818914,6544
17.7,73.8,6,10,2024,2020,3,205.0,232,6,31,1,2,0,17.725689,73.818914,6544
17.7,73.8,15,9,2013,2010,3,205.0,232,4,15,1,2,0,17.725689,73.818914,6544
17.7,73.8,28,9,2024,2020,3,30716.0,232,6,31,1,2,0,17.678521,73.802739,6544
17.6,73.8,5,10,2024,2020,3,549.0,81,14,41,1,2,0,17.594172,73.816846,884
17.7,73.8,22,9,2021,2020,3,227.0,232,14,0,1,2,0,17.724666,73.817626,6544
17.7,73.8,30,9,2021,2020,3,227.0,232,11,35,1,2,0,17.724666,73.817626,6544
17.7,73.8,27,9,2024,2020,3,473.0,232,12,6,1,2,0,17.724666,73.817626,6544
17.6,73.8,18,9,2024,2020,3,30732.0,81,14,41,1,2,0,17.551737,73.810478,884
17.5,73.6,30,7,2022,2020,2,214.0,23,12,77,1,2,0,17.471803,73.619211,115
17.7,73.8,30,9,2015,2010,3,549.0,232,14,67,1,2,0,17.73558,73.812366,6544
17.6,73.8,10,9,2017,2010,3,549.0,81,14,41,1,2,0,17.598581,73.84801,884
17.7,73.8,9,7,2017,2010,2,549.0,232,0,8,0,4,0,17.731848,73.84259,6544
17.7,73.8,1,10,2023,2020,3,994.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,2,8,2014,2010,2,205.0,232,0,8,0,2,0,17.725689,73.818914,6544
17.7,73.8,22,10,2022,2020,3,205.0,232,6,1,1,2,0,17.726527,73.821478,6544
17.7,73.8,15,9,2018,2010,3,549.0,232,6,31,1,2,0,17.723608,73.826592,6544
17.6,73.8,10,9,2017,2010,3,549.0,81,14,0,1,2,0,17.598543,73.848075,884
17.6,73.8,5,9,2024,2020,3,1054.0,81,10,12,1,2,0,17.615918,73.831098,884
17.7,73.8,15,9,2018,2010,3,5.0,232,10,12,1,2,0,17.726414,73.824769,6544
17.7,73.8,30,9,2015,2010,3,549.0,232,14,67,1,2,0,17.735601,73.812438,6544
17.7,73.8,18,8,2024,2020,2,1456.0,232,12,6,1,2,0,17.72324,73.817805,6544
17.6,73.8,10,9,2017,2010,3,549.0,81,14,60,1,2,0,17.58336,73.827868,884
17.7,73.8,16,8,2024,2020,2,865.0,232,2,59,0,2,0,17.738735,73.787227,6544
17.6,73.8,30,9,2018,2010,3,549.0,81,14,41,1,2,0,17.583976,73.828732,884
17.6,73.8,10,9,2017,2010,3,549.0,81,1,5,1,2,0,17.58428,73.826657,884
17.7,73.8,12,9,2015,2010,3,994.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.7,73.8,15,9,2018,2010,3,549.0,232,2,59,0,2,0,17.726529,73.824143,6544
17.4,73.7,13,12,2022,2020,0,549.0,112,6,1,1,2,0,17.404812,73.74282,941
17.6,73.8,27,5,2022,2020,1,7.0,81,2,2,0,2,0,17.598733,73.845884,884
17.7,73.8,12,9,2014,2010,3,205.0,232,14,0,1,2,0,17.725689,73.818914,6544
17.7,73.8,29,3,2015,2010,1,205.0,232,6,71,1,2,0,17.725689,73.818914,6544
17.5,73.8,9,10,2023,2020,3,202.0,17,15,23,0,2,0,17.486219,73.809311,99
17.6,73.8,25,5,2024,2020,1,4157.0,81,2,59,0,2,0,17.592764,73.827203,884
17.7,73.8,9,10,2023,2020,3,994.0,232,14,0,1,2,0,17.720831,73.823716,6544
17.7,73.8,20,6,2015,2010,2,549.0,232,30,82,1,2,0,17.725413,73.847913,6544
17.7,73.8,21,10,2023,2020,3,61.0,232,4,15,1,2,0,17.728572,73.819052,6544
17.6,73.8,12,6,2024,2020,2,4157.0,81,2,59,0,2,0,17.557352,73.845369,884
17.8,73.8,17,6,2024,2020,2,985.0,34,0,8,0,2,0,17.798621,73.834731,205
17.7,73.8,15,9,2013,2010,3,30716.0,232,32,89,0,2,0,17.708769,73.819212,6544
17.7,73.8,15,9,2013,2010,3,205.0,232,8,25,0,2,0,17.725689,73.818914,6544
17.7,73.8,15,9,2013,2010,3,205.0,232,8,25,0,2,0,17.725689,73.818914,6544
17.7,73.8,15,9,2013,2010,3,205.0,232,2,59,0,2,0,17.725689,73.818914,6544
17.7,73.8,15,9,2013,2010,3,205.0,232,2,59,0,2,0,17.725689,73.818914,6544
17.7,73.8,15,9,2013,2010,3,205.0,232,8,25,0,2,0,17.725689,73.818914,6544
17.7,73.8,9,10,2023,2020,3,551.0,232,6,31,1,2,0,17.727146,73.819134,6544
17.6,73.8,23,9,2023,2020,3,207.0,81,2,59,0,2,0,17.592763,73.827203,884
17.6,73.8,24,9,2023,2020,3,207.0,81,14,0,1,2,0,17.592763,73.827203,884
17.7,73.8,12,9,2014,2010,3,205.0,232,14,0,1,2,0,17.725689,73.818914,6544
17.7,73.8,12,4,2015,2010,1,549.0,232,17,65,1,2,0,17.725051,73.833581,6544
17.7,73.8,29,3,2015,2010,1,549.0,232,17,65,1,2,0,17.725081,73.845713,6544
17.4,73.7,19,3,2024,2020,1,29.0,112,11,35,1,2,0,17.394036,73.740292,941
17.4,73.8,21,1,2017,2010,0,549.0,30,11,35,1,2,3,17.38,73.78,100
17.8,73.8,12,2,2018,2010,0,549.0,34,11,35,1,2,3,17.8,73.82,205
17.8,73.8,8,10,2019,2010,3,549.0,34,11,35,1,2,3,17.77,73.83,205
17.8,73.8,15,9,2021,2020,3,549.0,34,11,35,1,2,3,17.77,73.85,205
17.4,73.6,12,9,2011,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,20,9,2024,2020,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,20,3,2012,2010,1,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.8,16,9,2017,2010,3,549.0,30,23,69,0,2,3,17.42,73.75,100
17.6,73.8,10,2,2019,2010,0,15.0,81,11,35,1,2,0,17.597709,73.847938,884
17.7,73.8,3,2,2019,2010,0,61.0,232,18,83,1,2,0,17.715564,73.799221,6544
17.6,73.8,29,1,2019,2010,0,8.0,81,11,35,1,2,0,17.597663,73.847967,884
17.4,73.7,19,3,2024,2020,1,29.0,112,12,77,1,2,0,17.394036,73.740292,941
17.4,73.7,19,3,2024,2020,1,29.0,112,14,41,1,2,0,17.394036,73.740292,941
17.7,73.8,22,8,2014,2010,2,205.0,232,14,81,1,2,0,17.725689,73.818914,6544
17.7,73.8,27,10,2021,2020,3,993.0,232,14,0,1,1,0,17.720831,73.823716,6544
17.6,73.8,8,3,2021,2020,1,549.0,81,14,0,1,1,0,17.585093,73.829898,884
17.5,73.6,20,12,2017,2010,0,30732.0,23,19,46,1,2,0,17.480286,73.622034,115
17.3,73.7,2,10,2022,2020,3,5.0,4,10,12,1,2,0,17.329605,73.673867,20
17.6,73.8,28,5,2022,2020,1,3.0,81,2,39,0,2,0,17.556733,73.836724,884
17.6,73.8,28,5,2022,2020,1,4.0,81,2,39,0,2,0,17.556737,73.836723,884
17.7,73.8,7,9,2014,2010,3,205.0,232,24,30,2,2,0,17.725689,73.818914,6544
17.6,73.8,1,11,2020,2020,3,3134.0,81,32,27,0,2,0,17.643946,73.821321,884
17.7,73.8,29,3,2015,2010,1,549.0,232,11,35,1,2,0,17.72397,73.836201,6544
17.7,73.8,2,8,2014,2010,2,205.0,232,14,0,1,2,0,17.725689,73.818914,6544
17.4,73.8,20,12,2017,2010,0,549.0,30,19,24,1,2,0,17.357796,73.757128,100
17.7,73.8,20,6,2015,2010,2,549.0,232,0,8,0,2,0,17.72386,73.835043,6544
17.7,73.8,2,8,2014,2010,2,205.0,232,0,8,0,2,0,17.725689,73.818914,6544
17.6,73.8,23,9,2023,2020,3,4157.0,81,4,15,1,2,0,17.592764,73.827203,884
17.7,73.8,20,6,2015,2010,2,549.0,232,26,53,1,2,0,17.72475,73.833865,6544
17.6,73.8,23,9,2023,2020,3,4157.0,81,12,6,1,2,0,17.592764,73.827203,884
17.7,73.8,29,9,2023,2020,3,994.0,232,2,59,0,2,0,17.720831,73.823716,6544
17.7,73.8,7,9,2014,2010,3,205.0,232,17,34,1,2,0,17.725689,73.818914,6544
17.6,73.7,28,10,2023,2020,3,1478.0,7,15,23,0,2,0,17.608247,73.72487,22
17.7,73.8,12,9,2014,2010,3,205.0,232,19,24,1,2,0,17.725689,73.818914,6544
17.7,73.8,17,8,2013,2010,2,150.0,232,2,59,0,2,0,17.724899,73.826645,6544
17.7,73.8,29,3,2015,2010,1,205.0,232,14,41,1,2,0,17.725689,73.818914,6544
17.7,73.8,7,9,2014,2010,3,205.0,232,19,24,1,2,0,17.725689,73.818914,6544
17.7,73.8,11,4,2015,2010,1,549.0,232,19,24,1,2,0,17.72521,73.848575,6544
17.7,73.8,20,5,2015,2010,1,549.0,232,19,24,1,2,0,17.724566,73.842781,6544
17.7,73.8,29,3,2015,2010,1,549.0,232,19,24,1,2,0,17.725276,73.847016,6544
17.7,73.8,20,5,2015,2010,1,549.0,232,19,24,1,2,0,17.724625,73.843216,6544
17.6,73.8,22,10,2023,2020,3,204.0,81,2,59,0,2,0,17.597585,73.84796,884
17.7,73.8,3,10,2023,2020,3,994.0,232,3,11,1,2,0,17.720831,73.823716,6544
17.6,73.8,24,9,2023,2020,3,207.0,81,3,11,1,2,0,17.592763,73.827203,884
17.7,73.8,4,10,2015,2010,3,549.0,232,2,59,0,2,0,17.722243,73.832229,6544
17.7,73.8,22,10,2023,2020,3,233.0,232,14,86,1,2,0,17.708612,73.8151,6544
17.7,73.8,4,10,2015,2010,3,549.0,232,12,6,1,2,0,17.735412,73.814193,6544
17.7,73.8,23,8,2015,2010,2,549.0,232,12,6,1,2,0,17.725375,73.817401,6544
17.7,73.8,23,8,2015,2010,2,549.0,232,12,6,1,2,0,17.721786,73.811876,6544
17.7,73.8,27,9,2015,2010,3,549.0,232,12,6,1,2,0,17.723988,73.824253,6544
17.6,73.8,22,10,2023,2020,3,218.0,81,14,60,1,2,0,17.589077,73.818443,884
17.7,73.8,27,9,2015,2010,3,549.0,232,3,52,1,2,0,17.735578,73.81258,6544
17.5,73.7,28,10,2021,2020,3,13863.0,12,2,59,0,2,0,17.450305,73.736018,33
17.7,73.8,27,9,2023,2020,3,227.0,232,2,59,0,2,0,17.724666,73.817626,6544
17.7,73.8,4,10,2015,2010,3,2203.0,232,14,0,1,2,0,17.720831,73.823716,6544
17.7,73.8,27,9,2015,2010,3,4160.0,232,3,52,1,2,0,17.720831,73.823716,6544
17.7,73.8,4,10,2015,2010,3,2203.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,29,9,2019,2010,3,993.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,8,8,2013,2010,2,4160.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,27,9,2015,2010,3,4160.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.4,73.6,23,8,2014,2010,2,3236.0,60,12,6,1,2,0,17.43,73.65,435
17.7,73.8,27,9,2023,2020,3,298.0,232,17,47,1,2,0,17.722701,73.837199,6544
17.7,73.8,5,10,2023,2020,3,116.0,232,12,6,1,2,0,17.726599,73.818764,6544
17.7,73.8,27,9,2023,2020,3,227.0,232,12,6,1,2,0,17.724666,73.817626,6544
17.7,73.8,5,10,2023,2020,3,116.0,232,2,59,0,2,0,17.726599,73.818764,6544
17.7,73.8,5,10,2023,2020,3,116.0,232,6,31,1,2,0,17.726599,73.818764,6544
17.7,73.8,5,10,2023,2020,3,116.0,232,14,60,1,2,0,17.726599,73.818764,6544
17.7,73.8,5,10,2023,2020,3,116.0,232,3,52,1,2,0,17.726599,73.818764,6544
17.7,73.8,5,10,2023,2020,3,116.0,232,6,31,1,2,0,17.726599,73.818764,6544
17.7,73.8,27,9,2023,2020,3,227.0,232,6,31,1,2,0,17.724666,73.817626,6544
17.7,73.8,5,10,2023,2020,3,116.0,232,12,6,1,2,0,17.726599,73.818764,6544
17.7,73.8,27,9,2023,2020,3,227.0,232,8,25,0,2,0,17.724666,73.817626,6544
17.7,73.8,11,4,2015,2010,1,549.0,232,2,59,0,2,0,17.725181,73.849101,6544
17.7,73.8,7,9,2014,2010,3,205.0,232,3,11,1,2,0,17.725689,73.818914,6544
17.6,73.8,13,8,2016,2010,2,4151.0,81,2,59,0,2,0,17.592766,73.827203,884
17.7,73.8,4,10,2015,2010,3,549.0,232,12,6,1,2,0,17.722207,73.812476,6544
17.7,73.8,27,9,2015,2010,3,549.0,232,6,31,1,2,0,17.724604,73.823821,6544
17.7,73.8,22,9,2013,2010,3,7838.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.4,73.6,22,7,2014,2010,2,6738.0,60,12,6,1,2,0,17.43,73.65,435
17.7,73.8,27,9,2015,2010,3,4160.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.7,73.8,27,9,2015,2010,3,4160.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,26,9,2015,2010,3,4160.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,22,9,2013,2010,3,7838.0,232,14,41,1,2,0,17.720831,73.823716,6544
17.7,73.8,27,9,2023,2020,3,227.0,232,8,25,0,2,0,17.724666,73.817626,6544
17.7,73.8,27,9,2023,2020,3,227.0,232,11,35,1,2,0,17.724666,73.817626,6544
17.7,73.8,5,10,2023,2020,3,122.0,232,30,82,1,2,0,17.73195,73.801926,6544
17.7,73.8,5,10,2023,2020,3,116.0,232,8,25,0,2,0,17.726599,73.818764,6544
17.7,73.8,27,9,2023,2020,3,227.0,232,15,23,0,2,0,17.724666,73.817626,6544
17.7,73.8,5,10,2023,2020,3,116.0,232,12,6,1,2,0,17.726599,73.818764,6544
17.7,73.8,5,10,2023,2020,3,116.0,232,11,35,1,2,0,17.726599,73.818764,6544
17.7,73.8,27,9,2023,2020,3,227.0,232,12,6,1,2,0,17.724666,73.817626,6544
17.7,73.8,5,10,2023,2020,3,116.0,232,12,6,1,2,0,17.726599,73.818764,6544
17.7,73.8,5,10,2023,2020,3,116.0,232,12,6,1,2,0,17.726599,73.818764,6544
17.7,73.8,5,10,2023,2020,3,116.0,232,14,41,1,2,0,17.726599,73.818764,6544
17.7,73.8,29,3,2015,2010,1,549.0,232,2,59,0,2,0,17.723968,73.835933,6544
17.7,73.8,7,9,2016,2010,3,549.0,232,13,40,1,2,0,17.723996,73.814185,6544
17.7,73.8,25,11,2014,2010,3,205.0,232,14,41,1,2,0,17.725689,73.818914,6544
17.7,73.8,7,9,2016,2010,3,549.0,232,1,5,1,2,0,17.724451,73.814875,6544
17.7,73.8,12,4,2015,2010,1,549.0,232,2,59,0,2,0,17.718451,73.776476,6544
17.7,73.8,29,3,2015,2010,1,205.0,232,2,59,0,2,0,17.725689,73.818914,6544
17.7,73.8,30,9,2015,2010,3,549.0,232,3,52,1,2,0,17.735436,73.812756,6544
17.7,73.8,30,9,2015,2010,3,549.0,232,6,31,1,2,0,17.72136,73.8248,6544
17.7,73.8,30,9,2015,2010,3,549.0,232,11,35,1,2,0,17.735546,73.812646,6544
17.7,73.8,6,10,2023,2020,3,205.0,232,12,6,1,2,0,17.725689,73.818914,6544
17.7,73.8,30,9,2015,2010,3,549.0,232,14,43,1,2,0,17.719153,73.824401,6544
17.7,73.8,11,4,2015,2010,1,549.0,232,12,6,1,2,0,17.725153,73.848746,6544
17.7,73.8,29,3,2015,2010,1,205.0,232,19,50,1,2,0,17.725689,73.818914,6544
17.7,73.8,7,9,2014,2010,3,205.0,232,14,0,1,0,0,17.725689,73.818914,6544
17.7,73.8,7,9,2014,2010,3,205.0,232,6,68,1,2,0,17.725689,73.818914,6544
17.7,73.8,30,9,2015,2010,3,549.0,232,11,35,1,2,0,17.735345,73.812833,6544
17.7,73.8,12,4,2015,2010,1,549.0,232,11,35,1,2,0,17.72005,73.771635,6544
17.7,73.8,30,9,2015,2010,3,549.0,232,14,43,1,2,0,17.719151,73.824418,6544
17.6,73.8,27,11,2015,2010,3,549.0,81,3,17,1,2,0,17.587783,73.83517,884
17.7,73.8,20,5,2015,2010,1,549.0,232,12,77,1,2,0,17.724741,73.844431,6544
17.7,73.8,29,3,2015,2010,1,549.0,232,28,3,1,2,0,17.725206,73.84636,6544
17.7,73.8,20,6,2015,2010,2,549.0,232,2,59,0,2,0,17.724106,73.834341,6544
17.6,73.8,24,9,2023,2020,3,207.0,81,14,0,1,2,0,17.592763,73.827203,884
17.7,73.8,29,3,2015,2010,1,205.0,232,19,50,1,2,0,17.725689,73.818914,6544
17.7,73.8,24,9,2023,2020,3,206.0,232,12,6,1,2,0,17.725689,73.818914,6544
17.7,73.8,11,4,2015,2010,1,549.0,232,12,6,1,2,0,17.725151,73.848751,6544
17.7,73.8,7,9,2014,2010,3,205.0,232,14,0,1,2,0,17.725689,73.818914,6544
17.7,73.8,12,4,2015,2010,1,549.0,232,12,77,1,2,0,17.724233,73.836456,6544
17.7,73.8,30,9,2015,2010,3,549.0,232,14,41,1,2,0,17.735488,73.812565,6544
17.7,73.8,12,4,2015,2010,1,549.0,232,12,77,1,2,0,17.723913,73.826346,6544
17.7,73.8,30,9,2015,2010,3,549.0,232,6,31,1,2,0,17.722931,73.82578,6544
17.7,73.8,19,7,2015,2010,2,549.0,232,2,59,0,2,0,17.722883,73.82564,6544
17.7,73.8,30,9,2015,2010,3,549.0,232,14,60,1,2,0,17.721996,73.825128,6544
17.5,73.8,27,11,2015,2010,3,549.0,17,14,0,1,2,0,17.512775,73.82043,99
17.7,73.8,30,9,2015,2010,3,549.0,232,3,11,1,2,0,17.720298,73.825101,6544
17.7,73.8,12,9,2014,2010,3,205.0,232,30,82,1,2,0,17.725689,73.818914,6544
17.7,73.8,30,9,2015,2010,3,549.0,232,14,60,1,2,0,17.724243,73.81499,6544
17.7,73.8,30,9,2015,2010,3,549.0,232,6,31,1,2,0,17.7197,73.82503,6544
17.7,73.8,19,7,2015,2010,2,549.0,232,2,59,0,2,0,17.725131,73.82249,6544
17.5,73.8,27,11,2015,2010,3,549.0,17,11,35,1,2,0,17.510016,73.829641,99
17.7,73.8,7,9,2014,2010,3,205.0,232,14,0,1,2,0,17.725689,73.818914,6544
17.7,73.8,30,9,2015,2010,3,549.0,232,14,41,1,2,0,17.719145,73.824411,6544
17.7,73.8,29,3,2015,2010,1,549.0,232,11,35,1,2,0,17.724018,73.836168,6544
17.7,73.8,12,4,2015,2010,1,549.0,232,19,50,1,2,0,17.716668,73.794878,6544
17.7,73.8,11,4,2015,2010,1,549.0,232,12,77,1,2,0,17.725225,73.84527,6544
17.7,73.8,29,3,2015,2010,1,549.0,232,12,77,1,2,0,17.724201,73.836433,6544
17.7,73.8,12,4,2015,2010,1,549.0,232,19,50,1,2,0,17.725133,73.833081,6544
17.7,73.8,30,9,2015,2010,3,549.0,232,19,46,1,2,0,17.735561,73.81243,6544
17.7,73.8,7,9,2014,2010,3,205.0,232,3,11,1,2,0,17.725689,73.818914,6544
17.7,73.8,22,8,2014,2010,2,205.0,232,9,29,1,2,0,17.725689,73.818914,6544
17.7,73.8,12,9,2014,2010,3,205.0,232,10,73,1,2,0,17.725689,73.818914,6544
17.7,73.8,20,5,2015,2010,1,549.0,232,12,77,1,2,0,17.724708,73.843991,6544
17.7,73.8,12,4,2015,2010,1,549.0,232,12,77,1,2,0,17.724285,73.837051,6544
17.7,73.8,20,6,2015,2010,2,549.0,232,2,59,0,2,0,17.724798,73.833665,6544
17.7,73.8,22,8,2014,2010,2,205.0,232,3,11,1,2,0,17.725689,73.818914,6544
17.7,73.8,25,11,2014,2010,3,205.0,232,6,1,1,2,0,17.725689,73.818914,6544
17.7,73.8,20,6,2015,2010,2,549.0,232,2,59,0,2,0,17.725305,73.84753,6544
17.7,73.8,25,11,2014,2010,3,205.0,232,14,0,1,2,0,17.725689,73.818914,6544
17.7,73.8,12,4,2015,2010,1,549.0,232,12,77,1,2,0,17.716666,73.788506,6544
17.7,73.8,12,4,2015,2010,1,549.0,232,12,77,1,2,0,17.723966,73.826085,6544
17.7,73.8,11,1,2015,2010,0,205.0,232,30,82,1,2,0,17.725689,73.818914,6544
17.7,73.8,29,3,2015,2010,1,549.0,232,12,77,1,2,0,17.72422,73.836401,6544
17.6,73.8,27,11,2015,2010,3,549.0,81,14,60,1,2,0,17.580788,73.82629,884
17.7,73.8,12,4,2015,2010,1,549.0,232,18,48,1,2,0,17.725615,73.831781,6544
17.7,73.8,12,4,2015,2010,1,549.0,232,3,17,1,2,0,17.713903,73.812381,6544
17.6,73.8,24,9,2023,2020,3,207.0,81,12,6,1,2,0,17.592763,73.827203,884
17.7,73.8,7,9,2014,2010,3,205.0,232,10,12,1,2,0,17.725689,73.818914,6544
17.7,73.8,2,8,2014,2010,2,205.0,232,14,41,1,2,0,17.725689,73.818914,6544
17.7,73.8,2,8,2014,2010,2,205.0,232,32,89,0,2,0,17.725689,73.818914,6544
17.7,73.8,16,10,2014,2010,3,205.0,232,6,31,1,2,0,17.725689,73.818914,6544
17.7,73.8,29,9,2023,2020,3,994.0,232,12,6,1,2,0,17.720831,73.823716,6544
17.7,73.8,2,8,2014,2010,2,30716.0,232,32,89,0,2,0,17.7007,73.808602,6544
17.7,73.8,2,8,2014,2010,2,205.0,232,0,8,0,2,0,17.725689,73.818914,6544
17.7,73.8,12,9,2014,2010,3,205.0,232,10,12,1,2,0,17.725689,73.818914,6544
17.7,73.8,22,8,2014,2010,2,205.0,232,14,41,1,2,0,17.725689,73.818914,6544
17.7,73.8,10,11,2014,2010,3,205.0,232,14,0,1,2,0,17.725689,73.818914,6544
17.7,73.8,24,9,2014,2010,3,205.0,232,6,31,1,2,0,17.725689,73.818914,6544
17.7,73.8,7,9,2014,2010,3,205.0,232,10,12,1,2,0,17.725689,73.818914,6544
17.7,73.8,16,10,2014,2010,3,205.0,232,6,31,1,2,0,17.725689,73.818914,6544
17.7,73.8,12,9,2014,2010,3,205.0,232,14,43,1,2,0,17.725689,73.818914,6544
17.7,73.8,4,10,2015,2010,3,5452.0,232,14,43,1,2,0,17.73611,73.813087,6544
17.6,73.8,24,9,2023,2020,3,207.0,81,2,59,0,2,0,17.592763,73.827203,884
17.7,73.8,22,8,2014,2010,2,205.0,232,2,59,0,2,0,17.725689,73.818914,6544
17.7,73.8,29,9,2023,2020,3,994.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.7,73.8,24,9,2023,2020,3,205.0,232,3,52,1,2,0,17.725689,73.818914,6544
17.7,73.8,11,1,2015,2010,0,205.0,232,14,0,1,2,0,17.725689,73.818914,6544
17.7,73.8,24,9,2023,2020,3,205.0,232,12,6,1,2,0,17.725689,73.818914,6544
17.7,73.8,2,8,2014,2010,2,205.0,232,2,59,0,2,0,17.725689,73.818914,6544
17.7,73.8,24,9,2023,2020,3,205.0,232,12,6,1,2,0,17.725689,73.818914,6544
17.7,73.8,2,8,2014,2010,2,205.0,232,2,59,0,2,0,17.725689,73.818914,6544
17.7,73.8,12,9,2014,2010,3,205.0,232,12,77,1,2,0,17.725689,73.818914,6544
17.7,73.8,2,8,2014,2010,2,205.0,232,2,59,0,2,0,17.725689,73.818914,6544
17.7,73.8,12,9,2014,2010,3,205.0,232,14,41,1,2,0,17.725689,73.818914,6544
17.7,73.8,10,9,2006,2000,3,3152.0,232,14,43,1,2,0,17.714987,73.812498,6544
17.7,73.8,25,11,2014,2010,3,205.0,232,14,0,1,2,0,17.725689,73.818914,6544
17.7,73.8,24,9,2023,2020,3,205.0,232,2,59,0,2,0,17.725689,73.818914,6544
17.7,73.8,7,9,2014,2010,3,205.0,232,24,74,2,2,0,17.725689,73.818914,6544
17.7,73.8,24,9,2014,2010,3,205.0,232,12,6,1,2,0,17.725689,73.818914,6544
17.7,73.8,22,8,2014,2010,2,205.0,232,1,5,1,2,0,17.725689,73.818914,6544
17.7,73.8,12,9,2014,2010,3,205.0,232,2,59,0,2,0,17.725689,73.818914,6544
17.6,73.8,23,9,2023,2020,3,4157.0,81,14,0,1,2,0,17.592764,73.827203,884
17.7,73.8,7,9,2014,2010,3,205.0,232,11,35,1,2,0,17.725689,73.818914,6544
17.7,73.8,7,9,2014,2010,3,205.0,232,1,5,1,2,0,17.725689,73.818914,6544
17.7,73.8,12,9,2014,2010,3,205.0,232,14,41,1,2,0,17.725689,73.818914,6544
17.7,73.8,29,9,2023,2020,3,994.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.7,73.8,12,4,2015,2010,1,549.0,232,17,65,1,2,0,17.723813,73.835061,6544
17.4,73.8,24,9,2023,2020,3,30732.0,30,32,89,0,2,0,17.436837,73.83009,100
17.7,73.8,5,2,2015,2010,0,205.0,232,3,11,1,2,0,17.725689,73.818914,6544
17.7,73.8,12,9,2014,2010,3,205.0,232,11,35,1,2,0,17.725689,73.818914,6544
17.7,73.8,12,4,2015,2010,1,549.0,232,10,80,1,2,0,17.724201,73.836345,6544
17.7,73.8,12,9,2014,2010,3,205.0,232,6,31,1,2,0,17.725689,73.818914,6544
17.7,73.8,2,8,2014,2010,2,205.0,232,2,59,0,2,0,17.725689,73.818914,6544
